,active,competitorType,market,marketAbbr,name,nameShort,primaryColor,shortCode,sportId,teamId,teamIdsByProvider
214,True,Team,Baylor,BAY,Bears,Bears,#003015,BAY,6,508,"{'6': 'db6e1cab-3fa3-4a93-a673-8b2a358ff4bf', '15': '44466'}"
215,True,Team,BYU,BYU,Cougars,Cougars,#002255,BYU,6,787,"{'6': 'c31455b2-8a45-4248-aa8f-ce7eab1c6b02', '15': '44811'}"
216,True,Team,Kansas,KU,Jayhawks,Jayhawks,,KU,6,512,"{'6': 'fae4855b-1b64-4b40-a632-9ed345e1e952', '15': '41920'}"
217,True,Team,Texas Tech,TTU,Red Raiders,Red Raiders,,TTU,6,511,"{'6': 'f8c705b7-87d3-411a-9c8b-5124daab0469', '15': '42835'}"
218,True,Team,Oklahoma,OKLA,Sooners,Sooners,,OKLA,6,506,"{'6': 'b2fda957-e15c-4fb2-8a13-6e58496f561e', '15': '42537'}"
219,True,Team,TCU,TCU,Horned Frogs,Horned Frogs,#493477,TCU,6,510,"{'6': 'f7fcbb6e-4a55-41ea-ba21-f763ed914467', '15': '44835'}"
220,True,Team,Texas,TEX,Longhorns,Longhorns,#A84F2E,TEX,6,504,"{'6': '6ed15092-2670-450a-99c2-61d861e87644', '15': '43429'}"
221,True,Team,Cincinnati,CIN,Bearcats,Bearcats,#FB2733,CIN,6,544,"{'6': 'a17dfc54-415f-49c3-a2e6-d6fa9db18b0a', '15': '44865'}"
222,True,Team,Kansas State,KSU,Wildcats,Wildcats,,KSU,6,507,"{'6': 'd203f38a-a166-4258-bca2-e161b591ecfb', '15': '42304'}"
223,True,Team,UCF,UCF,Knights,Knights,#AE9866,UCF,6,536,"{'6': '054c3e85-0552-4549-b123-7e84af6e7b6c', '15': '41349'}"
224,True,Team,Oklahoma State,OKST,Cowboys,Cowboys,,OKST,6,505,"{'6': '8ab00d43-840a-4c96-bdee-bf88fa6e3f11', '15': '43141'}"
225,True,Team,West Virginia,WVU,Mountaineers,Mountaineers,#31405F,WVU,6,509,"{'6': 'f770d3a2-221c-49ce-9c7a-680f7417fe9e', '15': '42657'}"
226,True,Team,Dayton,DAY,Flyers,Flyers,,DAY,6,804,"{'6': '632616c5-2dbb-4017-a449-c9dfc303f026', '15': '44880'}"
227,True,Team,Loyola Chicago,L-IL,Ramblers,Ramblers,,L-IL,6,496,"{'6': '61a3908a-7492-4b6f-809e-12c61976bb0a', '15': '43985'}"
228,True,Team,Richmond,RICH,Spiders,Spiders,,RICH,6,808,"{'6': '9b66e1e0-aace-4671-9be2-54c8acf5ecfc', '15': '42030'}"
229,True,Team,Duquesne,DUQ,Dukes,Dukes,#272727,DUQ,6,814,"{'6': 'fea46ac5-6dad-43cd-a770-75554dbcc118', '15': '43214'}"
230,True,Team,VCU,VCU,Rams,Rams,,VCU,6,810,"{'6': 'c1c1e6df-a383-4fbd-ba7b-32d4f9ef9518', '15': '42328'}"
231,True,Team,UMass,MASS,Minutemen,Minutemen,,MASS,6,807,"{'6': '88104678-e53b-43b3-82f7-efb3a11cedb9', '15': '42659'}"
232,True,Team,George Mason,GMU,Patriots,Patriots,,GMU,6,812,"{'6': 'e76479d0-a768-46d2-89bf-7b9dae12bec8', '15': '41752'}"
233,True,Team,St. Bonaventure,SBON,Bonnies,Bonnies,,SBON,6,802,"{'6': '22d90601-19d4-461b-a901-924d12f116ed', '15': '44786'}"
234,True,Team,Saint Joseph's,JOES,Hawks,Hawks,,JOES,6,813,"{'6': 'f9e4261e-d11d-46c4-bd33-c7bbc94ef0e8', '15': '42231'}"
235,True,Team,La Salle,LAS,Explorers,Explorers,,LAS,6,809,"{'6': 'ad9a3e21-4585-4e35-8946-290fe4a16f18', '15': '42819'}"
236,True,Team,Davidson,DAV,Wildcats,Wildcats,,DAV,6,803,"{'6': '2920c5fa-1e86-4958-a7c4-1e97b8e201d8', '15': '41664'}"
237,True,Team,George Washington,GW,Revolutionaries,Revolutionaries,,GW,6,811,"{'6': 'd52c3640-069c-4554-982e-e6537c8044f1', '15': '41731'}"
238,True,Team,Fordham,FOR,Rams,Rams,#81223A,FOR,6,805,"{'6': '7888d144-563d-4f84-b99b-d120aecf1fef', '15': '41685'}"
239,True,Team,Saint Louis,SLU,Billikens,Billikens,,SLU,6,801,"{'6': '1e42cce3-236b-4f3e-9650-2c45e6332e1e', '15': '43370'}"
240,True,Team,Rhode Island,URI,Rams,Rams,,URI,6,806,"{'6': '7e42bca2-3cd7-4aca-aa46-f190fe5d8eb4', '15': '42175'}"
241,True,Team,High Point,HP,Panthers,Panthers,,HP,6,673,"{'6': 'a311188e-1259-4fda-b0ea-c47cb52694b1', '15': '45137'}"
242,True,Team,UNC Asheville,UNCA,Bulldogs,Bulldogs,,UNCA,6,675,"{'6': 'ad9fce12-6b1a-400c-bcbe-29d84d065fc0', '15': '41487'}"
243,True,Team,Longwood,LONG,Lancers,Lancers,,LONG,6,670,"{'6': '600aad0e-85e7-4db8-be0b-94ba02a08e55', '15': '42513'}"
244,True,Team,Winthrop,WIN,Eagles,Eagles,,WIN,6,677,"{'6': 'ca441726-0c57-4456-b1e7-fff098484fb5', '15': '44523'}"
245,True,Team,Gardner-Webb,WEBB,Runnin' Bulldogs,Runnin' Bulldogs,,WEBB,6,672,"{'6': '79871449-f5a1-4650-b3cf-85b78fd6943e', '15': '42336'}"
246,True,Team,Radford,RAD,Highlanders,Highlanders,,RAD,6,678,"{'6': 'f2cf9ba2-ac8c-4d92-8e7a-48dd88e8f40b', '15': '42151'}"
247,True,Team,Presbyterian,PRE,Blue Hose,Blue Hose,,PRE,6,676,"{'6': 'b06b63b0-20e6-4c78-bdcf-5feac3d7995e', '15': '41607'}"
248,True,Team,Charleston Southern,CHSO,Buccaneers,Buccaneers,,CHSO,6,674,"{'6': 'a3fef707-e4fc-48a0-82f1-f4ef01b76f45', '15': '43815'}"
249,True,Team,USC Upstate,SCUS,Spartans,Spartans,,SCUS,6,669,"{'6': '2e78bd1b-9422-491e-9c73-37cf83b0e34e', '15': '42237'}"
250,True,Team,Gonzaga,GONZ,Bulldogs,Bulldogs,,GONZ,6,783,"{'6': '2f4d21f8-6d5f-48a5-abca-52a30583871a', '15': '44154'}"
251,True,Team,Saint Mary's,SMC,Gaels,Gaels,,SMC,6,786,"{'6': 'b18f34af-a7f1-4659-a2e5-fc11a31cd316', '15': '41405'}"
