,active,competitorType,market,marketAbbr,name,nameShort,primaryColor,shortCode,sportId,teamId,teamIdsByProvider
45,True,Team,Rice,RICE,Owls,Owls,#2C2D63,RICE,6,588,"{'6': 'bb384635-c3a0-459a-8f13-fcd7177313e5', '15': '43304'}"
46,True,Team,UTSA,UTSA,Roadrunners,Roadrunners,#F15A22,UTSA,6,586,"{'6': '953151f2-1e42-4cb0-a99e-202493a64dcf', '15': '45063'}"
47,True,Team,McNeese,MCNS,Cowboys,Cowboys,,MCNS,6,608,"{'6': 'd2ef641c-70e4-48bb-b40d-ac654d179205', '15': '41412'}"
48,True,Team,Texas A&M-Corpus Christi,AMCC,Islanders,Islanders,,AMCC,6,612,"{'6': 'fe21a988-3e96-4f3c-8f9f-b449ccda43b0', '15': '44881'}"
49,True,Team,Nicholls State,NICH,Colonels,Colonels,,NICH,6,607,"{'6': 'c0d19efd-d40c-4e32-8e90-dbcb28178b5d', '15': '43168'}"
50,True,Team,Lamar,LAM,Cardinals,Cardinals,#E0151B,LAM,6,611,"{'6': 'eda6c307-1e0f-4a28-82f4-ee9653b343fb', '15': '43009'}"
51,True,Team,Southeastern Louisiana,SELA,Lions,Lions,,SELA,6,600,"{'6': '55cd5bb4-b030-4a7a-9652-6cebaf81c574', '15': '44442'}"
52,True,Team,Texas A&M-Commerce,TAMC,Lions,Lions,#263054,TAMC,6,1148,"{'6': 'f1f4f2a9-db49-4d80-91b9-65e7965082c9', '15': '43546'}"
53,True,Team,New Orleans,UNO,Privateers,Privateers,,UNO,6,610,"{'6': 'e7ff6d5c-07e9-42af-955d-0a0b8c1e2288', '15': '44232'}"
54,True,Team,Northwestern State,NWST,Demons,Demons,,NWST,6,603,"{'6': '71874e7e-8260-43f9-bb7c-65f267dbe8ce', '15': '44246'}"
55,True,Team,Incarnate Word,IW,Cardinals,Cardinals,#B1061C,IW,6,604,"{'6': '912671c7-19fd-451b-813e-885485427820', '15': '42840'}"
56,True,Team,Houston Christian,HCU,Huskies,Huskies,,HCU,6,605,"{'6': '95a27dc5-16d5-4745-9adb-34c41e1444e8', '15': '45360'}"
57,True,Team,Charleston,COFC,Cougars,Cougars,,COFC,6,774,"{'6': '8548dacb-3636-48a8-8c46-611ab0c15fc0', '15': '41604'}"
58,True,Team,UNC Wilmington,UNCW,Seahawks,Seahawks,,UNCW,6,778,"{'6': 'c54279f9-3028-4663-893a-7d22482f8098', '15': '42593'}"
59,True,Team,Drexel,DREX,Dragons,Dragons,,DREX,6,779,"{'6': 'f2d01b77-0f5d-4574-9e49-2a3eaf822e44', '15': '41729'}"
60,True,Team,Hofstra,HOF,Pride,Pride,,HOF,6,771,"{'6': '36ca2008-cd2e-4549-8b3b-c745167e07f3', '15': '42265'}"
61,True,Team,Towson,TOWS,Tigers,Tigers,,TOWS,6,773,"{'6': '6f3eec09-2918-4739-a0e8-5d79e14a8332', '15': '42382'}"
62,True,Team,Delaware,DEL,Blue Hens,Blue Hens,#000006,DEL,6,770,"{'6': '0affc15f-641d-4211-970d-fb9fb8d36842', '15': '42643'}"
63,True,Team,Stony Brook,STON,Seawolves,Seawolves,,STON,6,744,"{'6': '23426c0b-1705-4dfb-a0e2-efdbdd8fd6f6', '15': '41738'}"
64,True,Team,Monmouth,MONM,Hawks,Hawks,,MONM,6,819,"{'6': '3db7336c-c18a-441b-912e-e2a4408f12ea', '15': '43982'}"
65,True,Team,Campbell,CAMP,Fighting Camels,Fighting Camels,,CAMP,6,671,"{'6': '6e5dfe2c-28cc-411f-b846-af8436093ab2', '15': '42584'}"
66,True,Team,Elon,ELON,Phoenix,Phoenix,,ELON,6,775,"{'6': '8accb91e-6086-41b3-a420-7a82fa442365', '15': '43933'}"
67,True,Team,Northeastern,NE,Huskies,Huskies,,NE,6,776,"{'6': '93df9b18-e9fc-42a7-bb45-a736c203b4dc', '15': '43218'}"
68,True,Team,William & Mary,WM,Tribe,Tribe,#1A5348,WM,6,777,"{'6': 'ad24b724-a11c-4dcd-a68c-67c53833ccb7', '15': '45127'}"
69,True,Team,Hampton,HAMP,Pirates,Pirates,#185DA0,HAMP,6,668,"{'6': '161354af-1f3e-4d58-88f7-e016ec74b7b6', '15': '42466'}"
70,True,Team,North Carolina A&T,NCAT,Aggies,Aggies,,NCAT,6,625,"{'6': '53aaac6a-796e-41a6-a04e-6ce74c5717f8', '15': '42710'}"
71,True,Team,Samford,SAM,Bulldogs,Bulldogs,#F93F4C,SAM,6,554,"{'6': 'c13f96ba-c79c-452f-9f63-3b45fae4e543', '15': '42759'}"
72,True,Team,Western Carolina,WCU,Catamounts,Catamounts,,WCU,6,551,"{'6': '6bff595c-32cb-4028-837c-c7de2a2107e6', '15': '45151'}"
73,True,Team,UNC Greensboro,UNCG,Spartans,Spartans,,UNCG,6,550,"{'6': '612f7f66-1de1-4d42-b842-9a508daab911', '15': '42717'}"
74,True,Team,Chattanooga,CHAT,Mocs,Mocs,,CHAT,6,549,"{'6': '4c9fb59b-6cec-4b0d-bb0f-628b391d138c', '15': '41974'}"
75,True,Team,East Tennessee State,ETSU,Buccaneers,Buccaneers,#2447A1,ETSU,6,556,"{'6': 'd750d88f-f7b8-4bc3-a5f6-36e7a67ec93e', '15': '41786'}"
76,True,Team,Wofford,WOF,Terriers,Terriers,#2B2F40,WOF,6,552,"{'6': '9916713f-b243-452b-93ae-a2c3ccabf68b', '15': '42442'}"
77,True,Team,Furman,FUR,Paladins,Paladins,#81223A,FUR,6,555,"{'6': 'ca5318f2-48eb-4f6b-896a-966b900aa42f', '15': '41709'}"
78,True,Team,Mercer,MER,Bears,Bears,#EC7F31,MER,6,553,"{'6': 'a14b0057-8eb5-43d2-a33b-666196da933e', '15': '42946'}"
79,True,Team,The Citadel,CIT,Bulldogs,Bulldogs,#13203B,CIT,6,548,"{'6': '412e7f0d-fb93-4e6e-be1f-9a4c7490d121', '15': '41626'}"
80,True,Team,VMI,VMI,Keydets,Keydets,#FF2422,VMI,6,547,"{'6': '227d3567-d57b-417e-afc4-735e4cb308a1', '15': '42398'}"
81,True,Team,Stetson,STET,Hatters,Hatters,,STET,6,651,"{'6': '394d1b2b-7a19-4d43-b04a-5f366c24e5bf', '15': '44822'}"
82,True,Team,Lipscomb,LIP,Bisons,Bisons,,LIP,6,656,"{'6': 'a2b8223d-40b3-4076-b5df-55655c2f8591', '15': '43785'}"
83,True,Team,Eastern Kentucky,EKY,Colonels,Colonels,#934143,EKY,6,491,"{'6': 'e48e3dd5-721c-4d96-8ff4-790fe2597bfd', '15': '44901'}"
84,True,Team,Austin Peay,PEAY,Governors,Governors,,PEAY,6,488,"{'6': 'a0fdb660-a822-4337-b01d-31c4d2c99c8a', '15': '42911'}"
85,True,Team,North Florida,UNF,Ospreys,Ospreys,,UNF,6,649,"{'6': '09920a5f-1b25-466c-b5ae-6167214f5ba9', '15': '44315'}"
86,True,Team,Jacksonville,JAC,Dolphins,Dolphins,,JAC,6,657,"{'6': 'fb28bd56-9e56-40c1-992d-71c1e27fe4fd', '15': '41870'}"
87,True,Team,Kennesaw State,KENN,Owls,Owls,#2447A1,KENN,6,650,"{'6': '2e8442e9-bd09-4d46-9dd3-de79433287f3', '15': '45333'}"
88,True,Team,North Alabama,UNA,Lions,Lions,#2447A1,UNA,6,655,"{'6': '61db8108-45f1-43e5-ade8-83278324bc7d', '15': '42768'}"
89,True,Team,Florida Gulf Coast,FGCU,Eagles,Eagles,,FGCU,6,653,"{'6': '5326c079-3dc3-468f-a601-b776dd9c1e62', '15': '41856'}"
90,True,Team,Queens University,QUC,Royals,Royals,,QUC,6,1522,"{'6': 'a3676da1-8404-4065-88a8-3e6d38f847c5', '15': '529077'}"
91,True,Team,Central Arkansas,CARK,Bears,Bears,,CARK,6,609,"{'6': 'dfc2dfb7-aa67-4c48-99c9-4fa6c6bc4355', '15': '43124'}"
92,True,Team,Bellarmine,BELL,Knights,Knights,,BELL,6,652,"{'6': '427da272-8ce3-45db-ab29-c612dc74c1e0', '15': '521405'}"
93,True,Team,Grand Canyon,GC,Antelopes,Antelopes,,GC,6,599,"{'6': 'f7e6acc3-0778-4de5-940a-d88e20df1159', '15': '43744'}"
94,True,Team,Tarleton State,TARL,Texans,Texans,,TARL,6,595,"{'6': '869cf278-be37-4212-b07f-3100506f3edb', '15': '521937'}"
95,True,Team,Seattle,SEA,Redhawks,Redhawks,,SEA,6,594,"{'6': '7e100f63-0b32-49f6-a954-f5b7c8cf48ad', '15': '44693'}"
96,True,Team,Texas-Arlington,UTA,Mavericks,Mavericks,,UTA,6,521,"{'6': '7c2b372b-b5f0-466e-90cf-880beec57584', '15': '43453'}"
97,True,Team,Stephen F. Austin,SFA,Lumberjacks,Lumberjacks,,SFA,6,601,"{'6': '5ef64f01-86ae-4553-9834-c79cc0859eaf', '15': '42785'}"
98,True,Team,Utah Valley,UVU,Wolverines,Wolverines,,UVU,6,592,"{'6': '4200f37c-86e0-413e-a5c4-e5edf1e272e7', '15': '44362'}"
99,True,Team,California Baptist,CBU,Lancers,Lancers,,CBU,6,597,"{'6': 'a43197e1-de68-41cf-bd75-88c695738601', '15': '42783'}"
100,True,Team,Abilene Christian,AC,Wildcats,Wildcats,,AC,6,606,"{'6': 'a52b2ece-1f87-45b5-ae1e-8d0920479965', '15': '41474'}"
101,True,Team,Utah Tech,UTU,Trailblazers,Trailblazers,,UTU,6,598,"{'6': 'ddfc1dde-4475-4707-921c-f70804422573', '15': '47345'}"
102,True,Team,Southern Utah,SUU,Thunderbirds,Thunderbirds,,SUU,6,533,"{'6': 'c7116621-45ed-4ab1-9ad9-dee524120569', '15': '44016'}"
103,True,Team,Texas Rio Grande Valley,UTRGV,Vaqueros,Vaqueros,,UTRGV,6,596,"{'6': '92456e1e-f48c-4385-96ab-14cb27d18726', '15': '43533'}"
104,True,Team,Central Connecticut State,CCSU,Blue Devils,Blue Devils,#1A221A,CCSU,6,758,"{'6': 'a93bf4f2-3724-4539-8c8a-9ac8ee3741a6', '15': '41810'}"
105,True,Team,Merrimack,MRMK,Warriors,Warriors,,MRMK,6,752,"{'6': '16de38c6-062f-48b1-848f-9c4a8ce7cfa8', '15': '44065'}"
106,True,Team,Wagner,WAG,Seahawks,Seahawks,#144D3E,WAG,6,754,"{'6': '3b644902-cd06-4930-9a3e-6c78cfb1f464', '15': '41384'}"
107,True,Team,Sacred Heart,SHU,Pioneers,Pioneers,,SHU,6,753,"{'6': '3556d445-b3f1-467e-b150-952b32dfb150', '15': '42567'}"
108,True,Team,FDU,FDU,Knights,Knights,,FDU,6,760,"{'6': 'b71d5a1b-2671-4e5a-b94b-06bfb22a27dd', '15': '42056'}"
109,True,Team,Le Moyne,LMC,Dolphins,Dolphins,,LMC,6,1221,"{'6': 'a7086972-971c-4333-9944-5120c6ed6c42', '15': '42743'}"
110,True,Team,St. Francis (PA),SFPA,Red Flash,Red Flash,,SFPA,6,757,"{'6': '6637ac5f-59c2-4888-af34-a86d138ccfb3', '15': '41332'}"
111,True,Team,LIU,LIU,Sharks,Sharks,,LIU,6,759,"{'6': 'b5a804f1-19a4-4183-ab05-43e309e65a5a', '15': '41940'}"
112,True,Team,Stonehill,STNH,Skyhawks,Skyhawks,,STNH,6,5600,"{'6': '51a19d36-24f3-442f-8777-e2e35f5e03b6', '15': '659268'}"
113,True,Team,South Dakota State,SDST,Jackrabbits,Jackrabbits,,SDST,6,559,"{'6': '6ef40534-5fad-4755-84de-7dcbd645d1f0', '15': '43733'}"
114,True,Team,St. Thomas,UST,Tommies,Tommies,,UST,6,3058,"{'6': 'a8dd22e1-6976-4351-b1ba-c8bda07ec138', '15': '598225'}"
115,True,Team,North Dakota,UND,Fighting Hawks,Fighting Hawks,#473D94,UND,6,565,"{'6': 'de8fc8a7-253f-4597-8a48-a0104ef226ae', '15': '43675'}"
116,True,Team,Denver,DEN,Pioneers,Pioneers,,DEN,6,560,"{'6': '6f676cba-c1f9-45a4-9016-fb408fd525b1', '15': '44105'}"
117,True,Team,Kansas City,UMKC,Roos,Roos,,UMKC,6,561,"{'6': '820c8f26-cf11-4997-b2e2-19f47bd2f72f', '15': '44184'}"
118,True,Team,North Dakota State,NDSU,Bison,Bison,,NDSU,6,562,"{'6': '984e7518-e418-45d5-9797-979b8c2085c1', '15': '44305'}"
119,True,Team,Omaha,NEOM,Mavericks,Mavericks,,NEOM,6,558,"{'6': '68d2aa5b-714f-4652-96f3-b71e1752413f', '15': '43093'}"
120,True,Team,Oral Roberts,ORU,Golden Eagles,Golden Eagles,,ORU,6,557,"{'6': '095417ae-62b0-4109-afc4-d92918599dd4', '15': '43411'}"
121,True,Team,South Dakota,SDAK,Coyotes,Coyotes,,SDAK,6,563,"{'6': 'c946b7ac-5159-4817-93c4-fc9495c6425b', '15': '44733'}"
122,True,Team,Montana,MONT,Grizzlies,Grizzlies,#5A2C37,MONT,6,534,"{'6': 'e3848467-66c0-41e5-8283-02e3586d8601', '15': '42575'}"
123,True,Team,Eastern Washington,EWU,Eagles,Eagles,,EWU,6,528,"{'6': '54df21af-8f65-42fc-bc01-8bf750856d70', '15': '42289'}"
124,True,Team,Weber State,WEB,Wildcats,Wildcats,,WEB,6,527,"{'6': '4743cb7c-784a-4b95-a380-5471f92f2217', '15': '44700'}"
125,True,Team,Northern Colorado,UNCO,Bears,Bears,,UNCO,6,531,"{'6': '7e42fa84-68cd-47a6-b49a-18b5414d8084', '15': '42600'}"
126,True,Team,Portland State,PRST,Vikings,Vikings,#0F3A29,PRST,6,530,"{'6': '79965018-7f6f-4273-9eef-65c99b592b01', '15': '44488'}"
127,True,Team,Montana State,MTST,Bobcats,Bobcats,,MTST,6,532,"{'6': 'bec40585-b587-4548-93f5-b7c00b046aea', '15': '44162'}"
128,True,Team,Northern Arizona,NAU,Lumberjacks,Lumberjacks,,NAU,6,525,"{'6': '1753768d-e46e-40b1-8d69-a8ae5cccec03', '15': '42992'}"
129,True,Team,Idaho State,IDST,Bengals,Bengals,,IDST,6,529,"{'6': '6a67ba19-56a8-4dd8-a5ae-9e9f2523c274', '15': '44164'}"
130,True,Team,Idaho,IDHO,Vandals,Vandals,,IDHO,6,535,"{'6': 'ec6185b7-4e0c-4eb8-99ef-f3a4dccf6b91', '15': '44605'}"
131,True,Team,Sacramento State,SAC,Hornets,Hornets,,SAC,6,526,"{'6': '1dc13b18-f9b3-4bb9-b1cf-979fcd8c2b6f', '15': '42806'}"
132,True,Team,James Madison,JMU,Dukes,Dukes,,JMU,6,772,"{'6': '524e3eec-7dde-45c7-b3cc-6308cec73350', '15': '41894'}"
133,True,Team,Appalachian State,APP,Mountaineers,Mountaineers,#b3a807,APP,6,522,"{'6': '87d88c93-29bc-4306-b0a6-87c6f6e80da1', '15': '41444'}"
134,True,Team,Troy,TROY,Trojans,Trojans,,TROY,6,518,"{'6': '6373b18c-62f6-49bc-bd4c-8959a2466516', '15': '43481'}"
135,True,Team,Louisiana,ULL,Ragin' Cajuns,Ragin' Cajuns,#DF030F,ULL,6,519,"{'6': '63cad858-8654-4956-8438-8fe79cd1208a', '15': '43761'}"
136,True,Team,Arkansas State,ARST,Red Wolves,Red Wolves,,ARST,6,524,"{'6': '95826e36-ea33-4b51-83a8-7b4cc20999ee', '15': '42673'}"
137,True,Team,South Alabama,USA,Jaguars,Jaguars,,USA,6,514,"{'6': '10c614fa-9646-46cf-a1fb-5af96772bbb8', '15': '44082'}"
138,True,Team,Southern Miss,USM,Golden Eagles,Golden Eagles,#F8C239,USM,6,581,"{'6': '6120ac5d-e0f2-4b28-9e6f-ee71596a7e88', '15': '43343'}"
139,True,Team,Texas State,TXST,Bobcats,Bobcats,#571C1F,TXST,6,516,"{'6': '1e5dc9e4-c60d-487b-8279-dfbec9229faa', '15': '42384'}"
140,True,Team,Georgia State,GAST,Panthers,Panthers,,GAST,6,523,"{'6': '94ea835b-8ce9-4de2-a5b1-971548fea974', '15': '41777'}"
141,True,Team,Marshall,MRSH,Thundering Herd,Thundering Herd,,MRSH,6,580,"{'6': '58d8baa3-7624-4b21-a47f-a23df2bf8859', '15': '44028'}"
142,True,Team,Louisiana-Monroe,ULM,Warhawks,Warhawks,#9E113B,ULM,6,515,"{'6': '18585f21-1d63-4400-974c-433fd5073c34', '15': '42991'}"
143,True,Team,Coastal Carolina,CCAR,Chanticleers,Chanticleers,,CCAR,6,517,"{'6': '4af63ebd-d3c8-4772-bbde-938a078bd057', '15': '42611'}"
144,True,Team,Georgia Southern,GASO,Eagles,Eagles,,GASO,6,520,"{'6': '6b955b96-b736-475e-bffd-e4acf2054169', '15': '44967'}"
145,True,Team,Old Dominion,ODU,Monarchs,Monarchs,#103667,ODU,6,590,"{'6': 'ce967953-5c50-4220-87b2-99acb9606e84', '15': '42073'}"
146,True,Team,Quinnipiac,QUIN,Bobcats,Bobcats,,QUIN,6,820,"{'6': '6a8d2a24-2128-47a0-913f-3d29e9d6592c', '15': '43540'}"
147,True,Team,Fairfield,FAIR,Stags,Stags,,FAIR,6,822,"{'6': 'a381465b-4530-4a00-a50c-5253cd7695a0', '15': '42135'}"
148,True,Team,Marist,MRST,Red Foxes,Red Foxes,,MRST,6,817,"{'6': '15d31915-fbd6-4ae3-8e4b-f3b563c56a18', '15': '41464'}"
149,True,Team,Saint Peter's,SPC,Peacocks,Peacocks,,SPC,6,824,"{'6': 'e66d7ed2-9b4c-48c8-adaa-a276793b057d', '15': '44647'}"
150,True,Team,Niagara,NIAG,Purple Eagles,Purple Eagles,,NIAG,6,825,"{'6': 'f7575278-12ec-494a-b544-427c1759d43d', '15': '44241'}"
151,True,Team,Iona,IONA,Gaels,Gaels,,IONA,6,818,"{'6': '255c2a87-40c0-4989-bbb9-d286aac5d28e', '15': '42451'}"
152,True,Team,Rider,RID,Broncs,Broncs,,RID,6,816,"{'6': '0b73b9b9-1e29-4b14-b5d8-0405fe942e32', '15': '41353'}"
153,True,Team,Canisius,CAN,Golden Griffins,Golden Griffins,,CAN,6,815,"{'6': '0113eea0-c943-4fff-9780-ae0fb099e7ef', '15': '44789'}"
154,True,Team,Mount St. Mary's,MSM,Mountaineers,Mountaineers,,MSM,6,755,"{'6': '5fe4a398-1699-4442-a364-305b2f0ac01e', '15': '42025'}"
155,True,Team,Manhattan,MAN,Jaspers,Jaspers,,MAN,6,821,"{'6': '7a270923-01d6-4a6f-a93e-e8786266d502', '15': '43928'}"
156,True,Team,Siena,SIE,Saints,Saints,,SIE,6,823,"{'6': 'aba39ad0-6d9f-4946-bf7e-5c63bf966ce6', '15': '41373'}"
157,True,Team,Arizona,ARIZ,Wildcats,Wildcats,,ARIZ,6,475,"{'6': '9b166a3f-e64b-4825-bb6b-92c6f0418263', '15': '45351'}"
158,True,Team,Washington State,WSU,Cougars,Cougars,,WSU,6,471,"{'6': '2d4f0015-adb4-4877-8c15-4a6eed7eed03', '15': '44124'}"
159,True,Team,Colorado,COLO,Buffaloes,Buffaloes,,COLO,6,476,"{'6': '9fccbf28-2858-4263-821c-fdefb3c7efa3', '15': '45194'}"
160,True,Team,Oregon,ORE,Ducks,Ducks,#0e5833,ORE,6,470,"{'6': '1da70895-f77f-44ef-b216-d63c02e696eb', '15': '44430'}"
161,True,Team,Utah,UTAH,Utes,Utes,,UTAH,6,469,"{'6': '0d037a5d-827a-44dd-8b70-57603d671d5d', '15': '41702'}"
162,True,Team,Washington,WASH,Huskies,Huskies,,WASH,6,479,"{'6': 'e52c9644-717a-46f4-bf16-aeca000b3b44', '15': '44783'}"
163,True,Team,UCLA,UCLA,Bruins,Bruins,#496FDA,UCLA,6,480,"{'6': 'ec0d6b67-4b16-4b50-92b2-1a651dae6b0f', '15': '44331'}"
164,True,Team,USC,USC,Trojans,Trojans,#AC1622,USC,6,472,"{'6': '3a000455-de7c-4ca8-880e-abdce7f21da9', '15': '44846'}"
165,True,Team,Arizona State,ASU,Sun Devils,Sun Devils,#471f11,ASU,6,478,"{'6': 'ad4bc983-8d2e-4e6f-a8f9-80840a786c64', '15': '42883'}"
166,True,Team,Stanford,STAN,Cardinal,Cardinal,,STAN,6,474,"{'6': '683ab61f-546f-44da-b085-c3a5740554aa', '15': '44739'}"
167,True,Team,California,CAL,Golden Bears,Golden Bears,#152D4F,CAL,6,477,"{'6': 'aacdc78d-b7fa-48f6-9686-2fdb8a95030e', '15': '42863'}"
168,True,Team,Oregon State,ORST,Beavers,Beavers,,ORST,6,473,"{'6': '532d3874-b4b3-4c5c-acc6-749a6db26c8f', '15': '44270'}"
169,True,Team,UConn,CONN,Huskies,Huskies,,CONN,6,800,"{'6': 'efba5350-79bc-47aa-a189-db177b95b491', '15': '41421'}"
170,True,Team,Marquette,MARQ,Golden Eagles,Golden Eagles,,MARQ,6,790,"{'6': '06f7c904-0ac7-4125-b0f4-f4871bb69057', '15': '44018'}"
171,True,Team,Creighton,CREI,Bluejays,Bluejays,,CREI,6,794,"{'6': '7d797407-623e-476d-b299-46de4275414d', '15': '43875'}"
172,True,Team,Seton Hall,HALL,Pirates,Pirates,,HALL,6,796,"{'6': 'aef5e386-d8e8-460c-8014-3a2f090fd988', '15': '41381'}"
173,True,Team,St. John's,SJU,Red Storm,Red Storm,,SJU,6,798,"{'6': 'c1f4aae1-aa16-4095-aeab-10e5c2a1236a', '15': '41392'}"
174,True,Team,Providence,PROV,Friars,Friars,,PROV,6,793,"{'6': '7d3b9c72-cbdd-4b64-9aa3-a5bde9b75fdc', '15': '41370'}"
175,True,Team,Butler,BUT,Bulldogs,Bulldogs,,BUT,6,797,"{'6': 'bdb7d7a4-45f8-4bf3-ab85-15488c451494', '15': '43305'}"
176,True,Team,Villanova,VILL,Wildcats,Wildcats,,VILL,6,792,"{'6': '4383eb6a-7fd8-4ff2-94c5-43c933121e88', '15': '42351'}"
177,True,Team,Xavier,XAV,Musketeers,Musketeers,,XAV,6,791,"{'6': '0d8a328f-20ce-410b-bed1-15fc01308aaf', '15': '44042'}"
178,True,Team,Georgetown,GTWN,Hoyas,Hoyas,,GTWN,6,795,"{'6': '8736b67f-5924-400b-bf94-3bd804c36600', '15': '43901'}"
179,True,Team,DePaul,DEP,Blue Demons,Blue Demons,,DEP,6,799,"{'6': 'ee09e6ad-3872-4745-bbb9-ebbd5c6f8318', '15': '45174'}"
180,True,Team,Princeton,PRIN,Tigers,Tigers,,PRIN,6,769,"{'6': 'fe406882-9f22-495e-9df6-ef357a6803c6', '15': '42008'}"
181,True,Team,Cornell,COR,Big Red,Big Red,,COR,6,764,"{'6': '88ff8c00-958e-4ccf-a21d-77fab9e93692', '15': '43711'}"
182,True,Team,Yale,YALE,Bulldogs,Bulldogs,,YALE,6,765,"{'6': 'ca478771-aa3d-4231-81e0-b70f519134fb', '15': '42873'}"
183,True,Team,Harvard,HARV,Crimson,Crimson,,HARV,6,763,"{'6': '5c7bf63f-bc39-43c5-9907-73b50b7a6b34', '15': '41819'}"
184,True,Team,Columbia,CLMB,Lions,Lions,,CLMB,6,766,"{'6': 'ca74bd67-034c-4468-8487-6f983f5eb4f6', '15': '43348'}"
185,True,Team,Brown,BRWN,Bears,Bears,,BRWN,6,762,"{'6': '558abf02-97f4-4323-aa99-63c076d35932', '15': '42169'}"
186,True,Team,Penn,PENN,Quakers,Quakers,,PENN,6,768,"{'6': 'e6c94452-1adf-4fb9-90e5-10f165c57c5a', '15': '41763'}"
187,True,Team,Dartmouth,DART,Big Green,Big Green,,DART,6,767,"{'6': 'd60357bd-1205-42e9-9092-d986a2843a34', '15': '41644'}"
188,True,Team,Grambling State,GRAM,Tigers,Tigers,,GRAM,6,617,"{'6': '6776c7e6-f4c2-47bd-99e5-39fc179a3197', '15': '42491'}"
189,True,Team,Southern University,SOU,Jaguars,Jaguars,,SOU,6,620,"{'6': 'a3b13d27-ec14-4a7d-88a2-0bc9f7b58984', '15': '42867'}"
190,True,Team,Bethune-Cookman,COOK,Wildcats,Wildcats,,COOK,6,623,"{'6': '0796c3b6-5308-4aa0-8fdc-c65d39b043c6', '15': '45181'}"
191,True,Team,Texas Southern,TXSO,Tigers,Tigers,,TXSO,6,622,"{'6': 'eb157f98-0697-459c-9293-ddb162ceb28b', '15': '44475'}"
192,True,Team,Jackson State,JKST,Tigers,Tigers,,JKST,6,621,"{'6': 'c444e03b-d16b-48b2-9b18-823c2647d41d', '15': '42983'}"
193,True,Team,Alcorn State,ALCN,Braves,Braves,,ALCN,6,614,"{'6': '1bddc811-44cf-4e53-b4ab-11c8dc82c9de', '15': '43515'}"
194,True,Team,Arkansas-Pine Bluff,ARPB,Golden Lions,Golden Lions,,ARPB,6,613,"{'6': '1394dd8a-040e-4509-9ee3-761d60eaf6c9', '15': '44717'}"
195,True,Team,Alabama State,ALST,Hornets,Hornets,,ALST,6,615,"{'6': '267d417a-8f85-4c87-a15a-068c089a74c6', '15': '42969'}"
196,True,Team,Alabama A&M,AAMU,Bulldogs,Bulldogs,,AAMU,6,619,"{'6': '949c3398-85e4-4c63-ba71-9a82e06ddea4', '15': '42263'}"
197,True,Team,Prairie View A&M,PV,Panthers,Panthers,,PV,6,618,"{'6': '91ec9ba2-12e5-4a75-9410-a166c82163fd', '15': '42767'}"
198,True,Team,Florida A&M,FAMU,Rattlers,Rattlers,#EE4842,FAMU,6,630,"{'6': 'cec2527e-5e1e-4817-a628-35666ef13b6e', '15': '41878'}"
199,True,Team,Mississippi Valley State,MVSU,Delta Devils,Delta Devils,,MVSU,6,616,"{'6': '5873529e-e5e3-4a06-8a03-fa4cbe509880', '15': '43149'}"
200,True,Team,Akron,AKR,Zips,Zips,#29355E,AKR,6,724,"{'6': '56fe0ab2-e4f0-47b9-8726-9ce23ebcde20', '15': '41425'}"
201,True,Team,Toledo,TOL,Rockets,Rockets,#002047,TOL,6,720,"{'6': '34dd83ac-64f2-4b73-8577-899b2a46f5cc', '15': '41982'}"
202,True,Team,Ohio,OHIO,Bobcats,Bobcats,,OHIO,6,719,"{'6': '327f09e2-e75f-4014-8ef7-caf9202cd583', '15': '44382'}"
203,True,Team,Bowling Green,BGSU,Falcons,Falcons,,BGSU,6,725,"{'6': 'a9e4d292-d074-40e7-a81a-f9342929b979', '15': '41563'}"
204,True,Team,Central Michigan,CMU,Chippewas,Chippewas,,CMU,6,723,"{'6': '472c22e0-843d-472c-a871-f1593fb0725d', '15': '41582'}"
205,True,Team,Kent State,KENT,Golden Flashes,Golden Flashes,,KENT,6,721,"{'6': '3da4798c-2d58-4dac-b66e-ad145a91b544', '15': '43444'}"
206,True,Team,Ball State,BALL,Cardinals,Cardinals,#CF1112,BALL,6,718,"{'6': '315c4deb-3c9d-413d-a369-7168f2545d21', '15': '41490'}"
207,True,Team,Miami (OH),M-OH,RedHawks,RedHawks,,M-OH,6,716,"{'6': '1165ca31-f181-4206-b727-c4e897e4b5cd', '15': '43311'}"
208,True,Team,Eastern Michigan,EMU,Eagles,Eagles,,EMU,6,717,"{'6': '2ed86226-3fff-4083-90fa-6b02307e6f73', '15': '41336'}"
209,True,Team,Western Michigan,WMU,Broncos,Broncos,,WMU,6,727,"{'6': 'f2164f01-2cbc-4967-bb1c-93656d790921', '15': '42418'}"
210,True,Team,Northern Illinois,NIU,Huskies,Huskies,,NIU,6,722,"{'6': '3f0ac618-3742-471a-9d1f-03e08f3deca2', '15': '43247'}"
211,True,Team,Buffalo,BUFF,Bulls,Bulls,,BUFF,6,726,"{'6': 'a9f5c9a2-342c-4881-9996-5d5c05ec9bd9', '15': '41330'}"
212,True,Team,Houston,HOU,Cougars,Cougars,#941D16,HOU,6,538,"{'6': '1f99a164-d593-4d81-85d5-0d7889d6f486', '15': '43043'}"
213,True,Team,Iowa State,ISU,Cyclones,Cyclones,#D01313,ISU,6,503,"{'6': '0e4258fa-3154-4c16-b693-adecab184c6c', '15': '42961'}"
